,file_path,label
0,E:\Datasets\genres\blues\blues.00000.wav,0
1,E:\Datasets\genres\blues\blues.00001.wav,0
2,E:\Datasets\genres\blues\blues.00002.wav,0
3,E:\Datasets\genres\blues\blues.00003.wav,0
4,E:\Datasets\genres\blues\blues.00004.wav,0
5,E:\Datasets\genres\blues\blues.00005.wav,0
6,E:\Datasets\genres\blues\blues.00006.wav,0
7,E:\Datasets\genres\blues\blues.00007.wav,0
8,E:\Datasets\genres\blues\blues.00008.wav,0
9,E:\Datasets\genres\blues\blues.00009.wav,0
10,E:\Datasets\genres\blues\blues.00010.wav,0
11,E:\Datasets\genres\blues\blues.00011.wav,0
12,E:\Datasets\genres\blues\blues.00012.wav,0
13,E:\Datasets\genres\blues\blues.00013.wav,0
14,E:\Datasets\genres\blues\blues.00014.wav,0
15,E:\Datasets\genres\blues\blues.00015.wav,0
16,E:\Datasets\genres\blues\blues.00016.wav,0
17,E:\Datasets\genres\blues\blues.00017.wav,0
18,E:\Datasets\genres\blues\blues.00018.wav,0
19,E:\Datasets\genres\blues\blues.00019.wav,0
20,E:\Datasets\genres\blues\blues.00020.wav,0
21,E:\Datasets\genres\blues\blues.00021.wav,0
22,E:\Datasets\genres\blues\blues.00022.wav,0
23,E:\Datasets\genres\blues\blues.00023.wav,0
24,E:\Datasets\genres\blues\blues.00024.wav,0
25,E:\Datasets\genres\blues\blues.00025.wav,0
26,E:\Datasets\genres\blues\blues.00026.wav,0
27,E:\Datasets\genres\blues\blues.00027.wav,0
28,E:\Datasets\genres\blues\blues.00028.wav,0
29,E:\Datasets\genres\blues\blues.00029.wav,0
30,E:\Datasets\genres\blues\blues.00030.wav,0
31,E:\Datasets\genres\blues\blues.00031.wav,0
32,E:\Datasets\genres\blues\blues.00032.wav,0
33,E:\Datasets\genres\blues\blues.00033.wav,0
34,E:\Datasets\genres\blues\blues.00034.wav,0
35,E:\Datasets\genres\blues\blues.00035.wav,0
36,E:\Datasets\genres\blues\blues.00036.wav,0
37,E:\Datasets\genres\blues\blues.00037.wav,0
38,E:\Datasets\genres\blues\blues.00038.wav,0
39,E:\Datasets\genres\blues\blues.00039.wav,0
40,E:\Datasets\genres\blues\blues.00040.wav,0
41,E:\Datasets\genres\blues\blues.00041.wav,0
42,E:\Datasets\genres\blues\blues.00042.wav,0
43,E:\Datasets\genres\blues\blues.00043.wav,0
44,E:\Datasets\genres\blues\blues.00044.wav,0
45,E:\Datasets\genres\blues\blues.00045.wav,0
46,E:\Datasets\genres\blues\blues.00046.wav,0
47,E:\Datasets\genres\blues\blues.00047.wav,0
48,E:\Datasets\genres\blues\blues.00048.wav,0
49,E:\Datasets\genres\blues\blues.00049.wav,0
50,E:\Datasets\genres\blues\blues.00050.wav,0
51,E:\Datasets\genres\blues\blues.00051.wav,0
52,E:\Datasets\genres\blues\blues.00052.wav,0
53,E:\Datasets\genres\blues\blues.00053.wav,0
54,E:\Datasets\genres\blues\blues.00054.wav,0
55,E:\Datasets\genres\blues\blues.00055.wav,0
56,E:\Datasets\genres\blues\blues.00056.wav,0
57,E:\Datasets\genres\blues\blues.00057.wav,0
58,E:\Datasets\genres\blues\blues.00058.wav,0
59,E:\Datasets\genres\blues\blues.00059.wav,0
60,E:\Datasets\genres\blues\blues.00060.wav,0
61,E:\Datasets\genres\blues\blues.00061.wav,0
62,E:\Datasets\genres\blues\blues.00062.wav,0
63,E:\Datasets\genres\blues\blues.00063.wav,0
64,E:\Datasets\genres\blues\blues.00064.wav,0
65,E:\Datasets\genres\blues\blues.00065.wav,0
66,E:\Datasets\genres\blues\blues.00066.wav,0
67,E:\Datasets\genres\blues\blues.00067.wav,0
68,E:\Datasets\genres\blues\blues.00068.wav,0
69,E:\Datasets\genres\blues\blues.00069.wav,0
70,E:\Datasets\genres\blues\blues.00070.wav,0
71,E:\Datasets\genres\blues\blues.00071.wav,0
72,E:\Datasets\genres\blues\blues.00072.wav,0
73,E:\Datasets\genres\blues\blues.00073.wav,0
74,E:\Datasets\genres\blues\blues.00074.wav,0
75,E:\Datasets\genres\blues\blues.00075.wav,0
76,E:\Datasets\genres\blues\blues.00076.wav,0
77,E:\Datasets\genres\blues\blues.00077.wav,0
78,E:\Datasets\genres\blues\blues.00078.wav,0
79,E:\Datasets\genres\blues\blues.00079.wav,0
80,E:\Datasets\genres\blues\blues.00080.wav,0
81,E:\Datasets\genres\blues\blues.00081.wav,0
82,E:\Datasets\genres\blues\blues.00082.wav,0
83,E:\Datasets\genres\blues\blues.00083.wav,0
84,E:\Datasets\genres\blues\blues.00084.wav,0
85,E:\Datasets\genres\blues\blues.00085.wav,0
86,E:\Datasets\genres\blues\blues.00086.wav,0
87,E:\Datasets\genres\blues\blues.00087.wav,0
88,E:\Datasets\genres\blues\blues.00088.wav,0
89,E:\Datasets\genres\blues\blues.00089.wav,0
90,E:\Datasets\genres\blues\blues.00090.wav,0
91,E:\Datasets\genres\blues\blues.00091.wav,0
92,E:\Datasets\genres\blues\blues.00092.wav,0
93,E:\Datasets\genres\blues\blues.00093.wav,0
94,E:\Datasets\genres\blues\blues.00094.wav,0
95,E:\Datasets\genres\blues\blues.00095.wav,0
96,E:\Datasets\genres\blues\blues.00096.wav,0
97,E:\Datasets\genres\blues\blues.00097.wav,0
98,E:\Datasets\genres\blues\blues.00098.wav,0
99,E:\Datasets\genres\blues\blues.00099.wav,0
100,E:\Datasets\genres\classical\classical.00000.wav,1
101,E:\Datasets\genres\classical\classical.00001.wav,1
102,E:\Datasets\genres\classical\classical.00002.wav,1
103,E:\Datasets\genres\classical\classical.00003.wav,1
104,E:\Datasets\genres\classical\classical.00004.wav,1
105,E:\Datasets\genres\classical\classical.00005.wav,1
106,E:\Datasets\genres\classical\classical.00006.wav,1
107,E:\Datasets\genres\classical\classical.00007.wav,1
108,E:\Datasets\genres\classical\classical.00008.wav,1
109,E:\Datasets\genres\classical\classical.00009.wav,1
110,E:\Datasets\genres\classical\classical.00010.wav,1
111,E:\Datasets\genres\classical\classical.00011.wav,1
112,E:\Datasets\genres\classical\classical.00012.wav,1
113,E:\Datasets\genres\classical\classical.00013.wav,1
114,E:\Datasets\genres\classical\classical.00014.wav,1
115,E:\Datasets\genres\classical\classical.00015.wav,1
116,E:\Datasets\genres\classical\classical.00016.wav,1
117,E:\Datasets\genres\classical\classical.00017.wav,1
118,E:\Datasets\genres\classical\classical.00018.wav,1
119,E:\Datasets\genres\classical\classical.00019.wav,1
120,E:\Datasets\genres\classical\classical.00020.wav,1
121,E:\Datasets\genres\classical\classical.00021.wav,1
122,E:\Datasets\genres\classical\classical.00022.wav,1
123,E:\Datasets\genres\classical\classical.00023.wav,1
124,E:\Datasets\genres\classical\classical.00024.wav,1
125,E:\Datasets\genres\classical\classical.00025.wav,1
126,E:\Datasets\genres\classical\classical.00026.wav,1
127,E:\Datasets\genres\classical\classical.00027.wav,1
128,E:\Datasets\genres\classical\classical.00028.wav,1
129,E:\Datasets\genres\classical\classical.00029.wav,1
130,E:\Datasets\genres\classical\classical.00030.wav,1
131,E:\Datasets\genres\classical\classical.00031.wav,1
132,E:\Datasets\genres\classical\classical.00032.wav,1
133,E:\Datasets\genres\classical\classical.00033.wav,1
134,E:\Datasets\genres\classical\classical.00034.wav,1
135,E:\Datasets\genres\classical\classical.00035.wav,1
136,E:\Datasets\genres\classical\classical.00036.wav,1
137,E:\Datasets\genres\classical\classical.00037.wav,1
138,E:\Datasets\genres\classical\classical.00038.wav,1
139,E:\Datasets\genres\classical\classical.00039.wav,1
140,E:\Datasets\genres\classical\classical.00040.wav,1
141,E:\Datasets\genres\classical\classical.00041.wav,1
142,E:\Datasets\genres\classical\classical.00042.wav,1
143,E:\Datasets\genres\classical\classical.00043.wav,1
144,E:\Datasets\genres\classical\classical.00044.wav,1
145,E:\Datasets\genres\classical\classical.00045.wav,1
146,E:\Datasets\genres\classical\classical.00046.wav,1
147,E:\Datasets\genres\classical\classical.00047.wav,1
148,E:\Datasets\genres\classical\classical.00048.wav,1
149,E:\Datasets\genres\classical\classical.00049.wav,1
150,E:\Datasets\genres\classical\classical.00050.wav,1
151,E:\Datasets\genres\classical\classical.00051.wav,1
152,E:\Datasets\genres\classical\classical.00052.wav,1
153,E:\Datasets\genres\classical\classical.00053.wav,1
154,E:\Datasets\genres\classical\classical.00054.wav,1
155,E:\Datasets\genres\classical\classical.00055.wav,1
156,E:\Datasets\genres\classical\classical.00056.wav,1
157,E:\Datasets\genres\classical\classical.00057.wav,1
158,E:\Datasets\genres\classical\classical.00058.wav,1
159,E:\Datasets\genres\classical\classical.00059.wav,1
160,E:\Datasets\genres\classical\classical.00060.wav,1
161,E:\Datasets\genres\classical\classical.00061.wav,1
162,E:\Datasets\genres\classical\classical.00062.wav,1
163,E:\Datasets\genres\classical\classical.00063.wav,1
164,E:\Datasets\genres\classical\classical.00064.wav,1
165,E:\Datasets\genres\classical\classical.00065.wav,1
166,E:\Datasets\genres\classical\classical.00066.wav,1
167,E:\Datasets\genres\classical\classical.00067.wav,1
168,E:\Datasets\genres\classical\classical.00068.wav,1
169,E:\Datasets\genres\classical\classical.00069.wav,1
170,E:\Datasets\genres\classical\classical.00070.wav,1
171,E:\Datasets\genres\classical\classical.00071.wav,1
172,E:\Datasets\genres\classical\classical.00072.wav,1
173,E:\Datasets\genres\classical\classical.00073.wav,1
174,E:\Datasets\genres\classical\classical.00074.wav,1
175,E:\Datasets\genres\classical\classical.00075.wav,1
176,E:\Datasets\genres\classical\classical.00076.wav,1
177,E:\Datasets\genres\classical\classical.00077.wav,1
178,E:\Datasets\genres\classical\classical.00078.wav,1
179,E:\Datasets\genres\classical\classical.00079.wav,1
180,E:\Datasets\genres\classical\classical.00080.wav,1
181,E:\Datasets\genres\classical\classical.00081.wav,1
182,E:\Datasets\genres\classical\classical.00082.wav,1
183,E:\Datasets\genres\classical\classical.00083.wav,1
184,E:\Datasets\genres\classical\classical.00084.wav,1
185,E:\Datasets\genres\classical\classical.00085.wav,1
186,E:\Datasets\genres\classical\classical.00086.wav,1
187,E:\Datasets\genres\classical\classical.00087.wav,1
188,E:\Datasets\genres\classical\classical.00088.wav,1
189,E:\Datasets\genres\classical\classical.00089.wav,1
190,E:\Datasets\genres\classical\classical.00090.wav,1
191,E:\Datasets\genres\classical\classical.00091.wav,1
192,E:\Datasets\genres\classical\classical.00092.wav,1
193,E:\Datasets\genres\classical\classical.00093.wav,1
194,E:\Datasets\genres\classical\classical.00094.wav,1
195,E:\Datasets\genres\classical\classical.00095.wav,1
196,E:\Datasets\genres\classical\classical.00096.wav,1
197,E:\Datasets\genres\classical\classical.00097.wav,1
198,E:\Datasets\genres\classical\classical.00098.wav,1
199,E:\Datasets\genres\classical\classical.00099.wav,1
200,E:\Datasets\genres\country\country.00000.wav,2
201,E:\Datasets\genres\country\country.00001.wav,2
202,E:\Datasets\genres\country\country.00002.wav,2
203,E:\Datasets\genres\country\country.00003.wav,2
204,E:\Datasets\genres\country\country.00004.wav,2
205,E:\Datasets\genres\country\country.00005.wav,2
206,E:\Datasets\genres\country\country.00006.wav,2
207,E:\Datasets\genres\country\country.00007.wav,2
208,E:\Datasets\genres\country\country.00008.wav,2
209,E:\Datasets\genres\country\country.00009.wav,2
210,E:\Datasets\genres\country\country.00010.wav,2
211,E:\Datasets\genres\country\country.00011.wav,2
212,E:\Datasets\genres\country\country.00012.wav,2
213,E:\Datasets\genres\country\country.00013.wav,2
214,E:\Datasets\genres\country\country.00014.wav,2
215,E:\Datasets\genres\country\country.00015.wav,2
216,E:\Datasets\genres\country\country.00016.wav,2
217,E:\Datasets\genres\country\country.00017.wav,2
218,E:\Datasets\genres\country\country.00018.wav,2
219,E:\Datasets\genres\country\country.00019.wav,2
220,E:\Datasets\genres\country\country.00020.wav,2
221,E:\Datasets\genres\country\country.00021.wav,2
222,E:\Datasets\genres\country\country.00022.wav,2
223,E:\Datasets\genres\country\country.00023.wav,2
224,E:\Datasets\genres\country\country.00024.wav,2
225,E:\Datasets\genres\country\country.00025.wav,2
226,E:\Datasets\genres\country\country.00026.wav,2
227,E:\Datasets\genres\country\country.00027.wav,2
228,E:\Datasets\genres\country\country.00028.wav,2
229,E:\Datasets\genres\country\country.00029.wav,2
230,E:\Datasets\genres\country\country.00030.wav,2
231,E:\Datasets\genres\country\country.00031.wav,2
232,E:\Datasets\genres\country\country.00032.wav,2
233,E:\Datasets\genres\country\country.00033.wav,2
234,E:\Datasets\genres\country\country.00034.wav,2
235,E:\Datasets\genres\country\country.00035.wav,2
236,E:\Datasets\genres\country\country.00036.wav,2
237,E:\Datasets\genres\country\country.00037.wav,2
238,E:\Datasets\genres\country\country.00038.wav,2
239,E:\Datasets\genres\country\country.00039.wav,2
240,E:\Datasets\genres\country\country.00040.wav,2
241,E:\Datasets\genres\country\country.00041.wav,2
242,E:\Datasets\genres\country\country.00042.wav,2
243,E:\Datasets\genres\country\country.00043.wav,2
244,E:\Datasets\genres\country\country.00044.wav,2
245,E:\Datasets\genres\country\country.00045.wav,2
246,E:\Datasets\genres\country\country.00046.wav,2
247,E:\Datasets\genres\country\country.00047.wav,2
248,E:\Datasets\genres\country\country.00048.wav,2
249,E:\Datasets\genres\country\country.00049.wav,2
250,E:\Datasets\genres\country\country.00050.wav,2
251,E:\Datasets\genres\country\country.00051.wav,2
252,E:\Datasets\genres\country\country.00052.wav,2
253,E:\Datasets\genres\country\country.00053.wav,2
254,E:\Datasets\genres\country\country.00054.wav,2
255,E:\Datasets\genres\country\country.00055.wav,2
256,E:\Datasets\genres\country\country.00056.wav,2
257,E:\Datasets\genres\country\country.00057.wav,2
258,E:\Datasets\genres\country\country.00058.wav,2
259,E:\Datasets\genres\country\country.00059.wav,2
260,E:\Datasets\genres\country\country.00060.wav,2
261,E:\Datasets\genres\country\country.00061.wav,2
262,E:\Datasets\genres\country\country.00062.wav,2
263,E:\Datasets\genres\country\country.00063.wav,2
264,E:\Datasets\genres\country\country.00064.wav,2
265,E:\Datasets\genres\country\country.00065.wav,2
266,E:\Datasets\genres\country\country.00066.wav,2
267,E:\Datasets\genres\country\country.00067.wav,2
268,E:\Datasets\genres\country\country.00068.wav,2
269,E:\Datasets\genres\country\country.00069.wav,2
270,E:\Datasets\genres\country\country.00070.wav,2
271,E:\Datasets\genres\country\country.00071.wav,2
272,E:\Datasets\genres\country\country.00072.wav,2
273,E:\Datasets\genres\country\country.00073.wav,2
274,E:\Datasets\genres\country\country.00074.wav,2
275,E:\Datasets\genres\country\country.00075.wav,2
276,E:\Datasets\genres\country\country.00076.wav,2
277,E:\Datasets\genres\country\country.00077.wav,2
278,E:\Datasets\genres\country\country.00078.wav,2
279,E:\Datasets\genres\country\country.00079.wav,2
280,E:\Datasets\genres\country\country.00080.wav,2
281,E:\Datasets\genres\country\country.00081.wav,2
282,E:\Datasets\genres\country\country.00082.wav,2
283,E:\Datasets\genres\country\country.00083.wav,2
284,E:\Datasets\genres\country\country.00084.wav,2
285,E:\Datasets\genres\country\country.00085.wav,2
286,E:\Datasets\genres\country\country.00086.wav,2
287,E:\Datasets\genres\country\country.00087.wav,2
288,E:\Datasets\genres\country\country.00088.wav,2
289,E:\Datasets\genres\country\country.00089.wav,2
290,E:\Datasets\genres\country\country.00090.wav,2
291,E:\Datasets\genres\country\country.00091.wav,2
292,E:\Datasets\genres\country\country.00092.wav,2
293,E:\Datasets\genres\country\country.00093.wav,2
294,E:\Datasets\genres\country\country.00094.wav,2
295,E:\Datasets\genres\country\country.00095.wav,2
296,E:\Datasets\genres\country\country.00096.wav,2
297,E:\Datasets\genres\country\country.00097.wav,2
298,E:\Datasets\genres\country\country.00098.wav,2
299,E:\Datasets\genres\country\country.00099.wav,2
300,E:\Datasets\genres\disco\disco.00000.wav,3
301,E:\Datasets\genres\disco\disco.00001.wav,3
302,E:\Datasets\genres\disco\disco.00002.wav,3
303,E:\Datasets\genres\disco\disco.00003.wav,3
304,E:\Datasets\genres\disco\disco.00004.wav,3
305,E:\Datasets\genres\disco\disco.00005.wav,3
306,E:\Datasets\genres\disco\disco.00006.wav,3
307,E:\Datasets\genres\disco\disco.00007.wav,3
308,E:\Datasets\genres\disco\disco.00008.wav,3
309,E:\Datasets\genres\disco\disco.00009.wav,3
310,E:\Datasets\genres\disco\disco.00010.wav,3
311,E:\Datasets\genres\disco\disco.00011.wav,3
312,E:\Datasets\genres\disco\disco.00012.wav,3
313,E:\Datasets\genres\disco\disco.00013.wav,3
